"id";"user_id";"music_id";"timestamp";"duration";"platform"
"H000133907";"U0000619";"S0004013";"2023/04/06 13:27:04";"00000000:04:10";"vinyl"
"H000133791";"U0000678";"S0000155";"2018/11/03 04:15:23";"00::02:39";"web"
"H000135926";"U0000861";"S0005752";"2023/11/30 10:03:07";"00000:04:53";"web"
"H000131553";"U0000932";"S0003838";"2022/07/14 16:24:51";"00::02:44";"web"
"H000140086";"U0000985";"S0009238";"2024/05/11 11:01:07";"00000:02:29";"vinyl"
"H000146627";"U0000409";"S0003206";"2018/12/29 10:09:22";"000340";"web"
"H000147919";"U0000903";"S0009634";"2023/07/22 10:57:21";"00::01:30";"vinyl"
"H000141053";"U0000757";"S0000291";"2020/03/29 11:45:18";"00000:04:30";"web"
"H000142774";"U0000456";"S0008114";"2023/07/06 20:46:43";"00:04";"vinyl"
"H000137015";"U0000324";"S0003691";"2021/01/29 21:02:47";"00:04";"web"
"H000134912";"U0000664";"S0007446";"2024/07/12 17:01:18";"00:02";"vinyl"
"H000144486";"U0000201";"S0002130";"2020/06/03 11:07:54";"00000000:02:13";"web"
"H000148073";"U0000873";"S0008838";"2021/05/31 14:39:22";"000227";"vinyl"
"H000132114";"U0000392";"S0001684";"2023/08/24 22:18:35";"00::02:08";"web"
"H000136152";"U0000400";"S0000413";"2018/10/18 12:50:15";"000444";"vinyl"
"H000136142";"U0000168";"S0002033";"2023/08/18 01:55:17";"00000:03:36";"web"
"H000144932";"U0000735";"S0007389";"2020/04/11 07:42:24";"00::03:44";"web"
"H000134079";"U0000817";"S0008350";"2022/02/22 18:35:58";"000414";"vinyl"
"H000131999";"U0000203";"S0002546";"2019/01/30 02:39:00";"000137";"paper"
"H000141800";"U0000446";"S0001141";"2021/12/15 15:28:50";"00000:04:57";"paper"
"H000139125";"U0000144";"S0000412";"2023/01/15 04:08:10";"00:02";"vinyl"
"H000144428";"U0000665";"S0001452";"2020/10/02 04:55:40";"00000000:02:37";"vinyl"
"H000146310";"U0000517";"S0000660";"2018/09/04 11:43:39";"00000000:03:44";"vinyl"
"H000142635";"U0000232";"S0003201";"2022/06/07 18:42:20";"00:04";"web"
"H000143871";"U0000299";"S0003523";"2021/05/21 09:15:58";"00000:03:14";"vinyl"
"H000147293";"U0000616";"S0005641";"2019/07/03 03:14:33";"00000:02:00";"paper"
"H000137056";"U0000338";"S0001882";"2022/09/17 23:01:38";"00:04";"vinyl"
"H000133036";"U0000005";"S0003695";"2019/10/14 02:01:07";"00::03:41";"paper"
"H000130195";"U0000180";"S0008797";"2019/06/28 21:18:31";"000420";"web"
"H000134585";"U0000612";"S0005633";"2018/10/19 09:42:41";"00::03:05";"paper"
"H000139548";"U0000588";"S0000751";"2023/04/26 03:41:30";"00000000:01:23";"web"
"H000130297";"U0000538";"S0008190";"2019/04/13 11:24:31";"00:03";"paper"
"H000140365";"U0000976";"S0007173";"2023/07/23 19:53:49";"00::02:14";"paper"
"H000144436";"U0000322";"S0007748";"2018/07/05 13:34:23";"00::02:50";"web"
"H000135627";"U0000257";"S0005044";"2021/03/10 05:07:18";"00000:01:33";"web"
"H000140375";"U0000404";"S0009151";"2023/03/13 06:06:41";"000423";"vinyl"
"H000130252";"U0000841";"S0002410";"2021/04/26 13:46:58";"00:01";"paper"
"H000142716";"U0000947";"S0003547";"2024/01/29 22:39:48";"00:03";"paper"
"H000134711";"U0000325";"S0009742";"2022/08/22 15:17:26";"00::02:10";"web"
"H000142443";"U0000080";"S0002167";"2020/07/31 21:12:40";"00000:04:11";"paper"
"H000131339";"U0000539";"S0009840";"2024/03/03 14:08:25";"00000:04:31";"web"
"H000149381";"U0000398";"S0003325";"2021/09/04 01:19:51";"00000:03:58";"vinyl"
"H000137700";"U0000710";"S0009116";"2018/06/27 07:05:52";"00:04";"vinyl"
"H000138788";"U0000643";"S0006222";"2020/02/17 02:53:58";"00:03";"paper"
"H000141645";"U0000351";"S0007359";"2021/02/21 08:56:37";"00000000:03:30";"vinyl"
"H000147733";"U0000130";"S0004489";"2020/06/10 20:26:44";"00::01:54";"web"
"H000142103";"U0000313";"S0005232";"2023/06/26 22:00:22";"00::04:56";"vinyl"
"H000148399";"U0000051";"S0009673";"2020/10/07 10:31:17";"00::01:35";"vinyl"
"H000133598";"U0000070";"S0003461";"2023/07/02 05:09:21";"000213";"vinyl"
"H000139455";"U0000863";"S0008164";"2024/05/30 09:52:08";"00000:02:13";"web"
"H000140142";"U0000089";"S0008660";"2021/04/07 23:24:08";"00000:04:23";"paper"
"H000142058";"U0000405";"S0009568";"2024/01/11 04:21:36";"00000:02:16";"web"
"H000137599";"U0000172";"S0007383";"2024/05/10 09:56:54";"00000:02:19";"vinyl"
"H000146515";"U0000674";"S0005703";"2022/05/06 03:13:40";"00000000:01:29";"vinyl"
"H000133157";"U0000291";"S0004726";"2018/06/02 00:07:34";"00000000:02:32";"vinyl"
"H000145020";"U0000332";"S0007623";"2024/06/11 08:40:40";"00::04:36";"vinyl"
"H000132979";"U0000423";"S0005029";"2021/01/16 23:07:31";"00::02:44";"vinyl"
"H000131690";"U0000202";"S0006490";"2023/01/09 16:04:34";"000250";"vinyl"
"H000132746";"U0000807";"S0004825";"2018/08/01 16:39:10";"00000:01:20";"paper"
"H000135002";"U0000982";"S0001779";"2023/07/25 00:11:57";"00000:02:46";"vinyl"
"H000140251";"U0000031";"S0001384";"2019/03/27 16:15:21";"00000000:04:11";"paper"
"H000132714";"U0000475";"S0009542";"2018/11/21 03:24:30";"00000000:01:52";"vinyl"
"H000142843";"U0000206";"S0001993";"2020/03/11 00:42:05";"00000000:04:35";"web"
"H000140724";"U0000519";"S0003837";"2019/09/14 22:53:52";"00000000:02:51";"vinyl"
"H000141219";"U0000435";"S0007669";"2020/10/25 11:35:09";"00::02:54";"vinyl"
"H000134950";"U0000277";"S0005908";"2020/11/02 08:43:31";"00::04:34";"vinyl"
"H000138119";"U0000474";"S0006814";"2019/10/10 14:39:23";"000455";"paper"
"H000135332";"U0000684";"S0006597";"2020/09/20 20:03:42";"000326";"vinyl"
"H000135214";"U0000798";"S0006814";"2021/09/10 18:22:51";"00000000:04:58";"paper"
"H000140056";"U0000708";"S0002323";"2023/05/24 13:04:05";"00::02:45";"vinyl"
"H000139435";"U0000796";"S0009789";"2019/11/13 21:37:20";"00::01:25";"web"
"H000145903";"U0000586";"S0006353";"2020/04/23 12:12:30";"00000:01:56";"paper"
"H000136257";"U0000352";"S0003981";"2020/06/04 08:37:19";"00000:02:41";"paper"
"H000132590";"U0000661";"S0004321";"2022/06/11 15:23:19";"00000:01:47";"web"
"H000141007";"U0000760";"S0004290";"2021/06/08 00:33:08";"00000000:03:17";"paper"
"H000132158";"U0000830";"S0004131";"2022/06/01 10:01:53";"000126";"paper"
"H000145687";"U0000245";"S0002449";"2020/01/14 06:12:30";"00:02";"vinyl"
"H000132424";"U0000491";"S0002142";"2023/04/17 12:46:50";"00000:04:54";"web"
"H000134058";"U0000717";"S0009409";"2018/11/21 18:22:19";"00000:02:56";"web"
"H000138227";"U0000961";"S0004996";"2024/03/13 20:38:30";"000246";"paper"
"H000135059";"U0000601";"S0007031";"2024/03/23 01:47:02";"00000:01:21";"web"
"H000135972";"U0000370";"S0005260";"2020/03/02 10:43:15";"00:02";"web"
"H000133002";"U0000663";"S0000581";"2023/10/14 02:19:46";"000359";"vinyl"
"H000144997";"U0000208";"S0006273";"2021/11/21 01:57:45";"00000:03:05";"web"
"H000135995";"U0000385";"S0001932";"2021/03/28 06:11:50";"00:04";"paper"
"H000137814";"U0000252";"S0006081";"2023/03/17 20:22:44";"00000:02:49";"paper"
"H000135248";"U0000655";"S0008693";"2018/12/13 13:12:21";"00000:02:44";"web"
"H000146416";"U0000253";"S0006489";"2023/09/16 22:08:56";"00:03";"web"
"H000136498";"U0000586";"S0007839";"2022/04/05 10:41:36";"00:01";"vinyl"
"H000131923";"U0000090";"S0002167";"2023/11/30 20:00:28";"00000000:04:11";"vinyl"
"H000142493";"U0000027";"S0005396";"2023/10/12 09:37:27";"00:04";"web"
"H000133304";"U0000984";"S0004555";"2021/06/26 05:58:10";"00000:01:59";"vinyl"
"H000134470";"U0000819";"S0006400";"2024/07/27 19:07:08";"000250";"paper"
"H000130689";"U0000076";"S0001887";"2018/10/31 05:27:06";"00000:03:55";"vinyl"
"H000143385";"U0000037";"S0003764";"2023/07/22 23:39:19";"00::02:56";"paper"
"H000149376";"U0000930";"S0000360";"2022/05/03 04:17:32";"00::01:44";"paper"
"H000133048";"U0000230";"S0004995";"2023/01/18 22:27:47";"00000:03:51";"web"
"H000134594";"U0000389";"S0006069";"2019/02/07 08:23:18";"00:01";"web"
"H000139447";"U0000216";"S0008613";"2021/10/04 07:38:23";"00:02";"vinyl"
"H000139983";"U0000302";"S0002311";"2022/07/29 14:10:12";"00000000:03:09";"vinyl"
"H000147823";"U0000141";"S0009919";"2023/12/14 10:01:03";"00::04:35";"web"
"H000141446";"U0000031";"S0005536";"2020/05/06 05:38:00";"000215";"paper"
"H000139995";"U0000551";"S0009584";"2020/07/30 02:16:41";"00000:04:49";"vinyl"
"H000139112";"U0000040";"S0004894";"2020/04/10 11:23:49";"00::03:51";"paper"
"H000137298";"U0000128";"S0000956";"2022/10/28 06:28:00";"00:03";"paper"
"H000141571";"U0000706";"S0001556";"2020/06/04 17:09:56";"00000000:03:29";"vinyl"
"H000136453";"U0000238";"S0009842";"2022/04/27 14:08:23";"00000000:02:26";"paper"
"H000141812";"U0000341";"S0003150";"2023/02/27 22:18:05";"000231";"paper"
"H000130095";"U0000167";"S0005806";"2020/04/19 09:51:02";"00000000:04:19";"paper"
"H000145241";"U0000741";"S0005667";"2022/11/14 22:24:22";"00:03";"web"
"H000132664";"U0000752";"S0000350";"2018/11/13 07:16:36";"000431";"paper"
"H000144512";"U0000218";"S0005727";"2020/07/31 10:55:20";"00::01:43";"web"
"H000130865";"U0000449";"S0001909";"2021/06/27 22:47:02";"00::03:06";"paper"
"H000145732";"U0000507";"S0002354";"2018/10/14 17:19:58";"00:03";"vinyl"
"H000140312";"U0000468";"S0000759";"2022/11/11 03:33:40";"000447";"web"
"H000135385";"U0000636";"S0004764";"2019/07/27 06:06:38";"00000:02:03";"web"
"H000143759";"U0000162";"S0003063";"2024/06/23 17:37:03";"00000:02:03";"web"
"H000136334";"U0000778";"S0008076";"2020/03/05 17:54:00";"000312";"paper"
"H000130132";"U0000468";"S0001968";"2024/01/16 19:40:12";"00000:04:20";"paper"
"H000133290";"U0000132";"S0007075";"2023/07/18 01:15:08";"00000000:01:38";"web"
"H000134193";"U0000025";"S0005119";"2023/07/03 16:06:35";"00::01:28";"vinyl"
"H000144868";"U0000174";"S0006794";"2024/04/10 20:05:47";"00000000:02:57";"paper"
"H000132872";"U0000893";"S0006346";"2023/04/08 09:39:45";"00:03";"paper"
"H000146231";"U0000503";"S0005239";"2019/02/22 10:20:38";"00000000:03:37";"web"
"H000141660";"U0000385";"S0003967";"2020/08/10 18:14:57";"00:01";"vinyl"
"H000141135";"U0000943";"S0003289";"2022/03/30 08:53:14";"00000:03:55";"vinyl"
"H000142137";"U0000746";"S0001159";"2020/07/14 06:46:36";"00::03:57";"paper"
"H000142846";"U0000684";"S0002043";"2022/05/02 00:12:56";"00000000:04:46";"web"
"H000139586";"U0000565";"S0001339";"2019/10/07 05:22:23";"00::04:15";"paper"
"H000143088";"U0000970";"S0006761";"2021/07/24 06:29:10";"00::03:51";"web"
"H000143383";"U0000519";"S0003515";"2022/09/18 20:46:21";"00000000:01:41";"paper"
"H000140386";"U0000862";"S0000391";"2020/06/27 08:25:35";"00::02:21";"paper"
"H000145624";"U0000636";"S0003739";"2023/08/10 17:29:48";"000131";"vinyl"
"H000132068";"U0000967";"S0005295";"2022/11/25 08:38:22";"00000:01:44";"paper"
"H000135031";"U0000992";"S0006994";"2022/10/31 02:35:53";"00000000:04:03";"paper"
"H000140896";"U0000871";"S0008086";"2018/08/27 00:11:55";"00000:01:26";"web"
"H000140101";"U0000143";"S0000451";"2019/02/08 15:04:58";"00::03:59";"web"
"H000134968";"U0000632";"S0007901";"2023/03/16 15:27:10";"00000:04:51";"web"
"H000138477";"U0000751";"S0009892";"2021/08/30 14:55:58";"00000:03:18";"web"
"H000132096";"U0000731";"S0000401";"2022/03/09 09:22:43";"000147";"web"
"H000134074";"U0000847";"S0003211";"2024/07/24 13:09:52";"00::03:03";"vinyl"
"H000143232";"U0000004";"S0006660";"2023/05/16 02:27:17";"00:03";"vinyl"
"H000146651";"U0000772";"S0003640";"2022/11/30 19:59:42";"00000000:04:37";"web"
"H000138406";"U0000643";"S0002194";"2023/08/16 21:07:12";"000149";"web"
"H000138370";"U0000963";"S0003583";"2019/12/07 00:47:41";"00:04";"paper"
"H000133295";"U0000510";"S0002484";"2024/06/03 02:00:36";"00000000:03:23";"web"
"H000132259";"U0000698";"S0001048";"2021/10/30 09:17:49";"00000000:04:09";"web"
"H000144835";"U0000057";"S0006482";"2024/04/02 14:22:31";"00:04";"paper"
"H000133631";"U0000436";"S0006732";"2021/11/23 23:15:41";"00000000:04:49";"web"
"H000137122";"U0000054";"S0009105";"2019/07/21 17:09:51";"00::03:50";"paper"
"H000147695";"U0000725";"S0002560";"2018/11/13 10:31:24";"00000:04:47";"vinyl"
"H000133896";"U0000703";"S0009846";"2019/06/10 10:04:17";"000358";"vinyl"
"H000131893";"U0000531";"S0003485";"2023/07/05 03:55:55";"00000:01:36";"paper"
"H000137905";"U0000727";"S0006006";"2021/02/01 21:16:26";"00::03:04";"vinyl"
"H000145587";"U0000651";"S0004228";"2019/12/03 07:10:26";"00000000:04:43";"paper"
"H000145336";"U0000829";"S0005937";"2019/11/10 05:29:22";"00:02";"paper"
"H000144632";"U0000226";"S0003971";"2019/11/11 10:42:56";"000255";"vinyl"
"H000135591";"U0000799";"S0007519";"2023/12/07 10:47:08";"00::04:40";"paper"
"H000139583";"U0000238";"S0005467";"2022/01/03 12:16:31";"00000:03:33";"web"
"H000146147";"U0000609";"S0009443";"2024/03/31 19:55:03";"000456";"paper"
"H000140721";"U0000221";"S0006558";"2022/02/03 00:16:52";"00000000:03:42";"web"
"H000143374";"U0000489";"S0006459";"2018/09/30 08:19:25";"00000:03:53";"vinyl"
"H000137076";"U0000931";"S0009194";"2020/11/07 04:26:10";"00000:02:05";"web"
"H000131416";"U0000748";"S0004491";"2024/01/13 23:46:05";"000343";"web"
"H000141357";"U0000018";"S0007878";"2023/03/26 10:05:17";"00000:04:54";"paper"
"H000139291";"U0000366";"S0002941";"2024/06/07 03:16:49";"000213";"vinyl"
"H000147646";"U0000361";"S0003390";"2024/04/10 23:26:09";"00:03";"web"
"H000138351";"U0000130";"S0007785";"2020/12/25 21:38:45";"00:03";"paper"
"H000132269";"U0000752";"S0007803";"2022/08/02 02:44:50";"00000000:03:25";"paper"
"H000138347";"U0000802";"S0005140";"2019/09/04 20:39:31";"000150";"paper"
"H000138928";"U0000897";"S0003277";"2022/01/14 18:22:22";"00000000:03:08";"web"
"H000131421";"U0000136";"S0002163";"2022/05/21 16:22:06";"00000000:04:44";"web"
"H000148539";"U0000202";"S0001342";"2018/11/17 01:25:26";"00::03:13";"paper"
"H000135457";"U0000910";"S0004263";"2023/03/31 15:57:16";"00::04:27";"web"
"H000134153";"U0000644";"S0002728";"2023/03/31 02:10:33";"000133";"paper"
"H000130867";"U0000766";"S0002917";"2024/08/07 11:19:30";"000452";"paper"
"H000136202";"U0000355";"S0009709";"2020/05/17 06:06:32";"000448";"vinyl"
"H000144427";"U0000495";"S0006269";"2023/12/27 16:14:45";"00000000:02:02";"web"
"H000133946";"U0000589";"S0001049";"2020/04/24 18:11:41";"00::02:43";"vinyl"
"H000131974";"U0000051";"S0002610";"2020/06/27 16:12:54";"00000000:02:54";"paper"
"H000148982";"U0000594";"S0004072";"2022/10/02 23:34:23";"000142";"vinyl"
"H000132506";"U0000265";"S0003110";"2018/08/28 18:40:18";"00:04";"web"
"H000136519";"U0000734";"S0003128";"2023/08/14 06:12:01";"00::02:34";"vinyl"
"H000138336";"U0000552";"S0008886";"2022/10/12 18:03:57";"000316";"vinyl"
"H000147669";"U0000279";"S0000755";"2020/11/15 22:03:40";"00::04:27";"paper"
"H000146528";"U0000123";"S0008727";"2021/10/15 20:04:11";"00::01:52";"paper"
"H000140196";"U0000074";"S0006054";"2024/04/23 14:50:18";"00:03";"web"
"H000133697";"U0000094";"S0003979";"2022/10/23 12:52:41";"00::01:32";"paper"
"H000143019";"U0000270";"S0007467";"2022/06/24 06:46:39";"00::02:49";"paper"
"H000141794";"U0000121";"S0000033";"2024/06/13 10:57:06";"00000000:02:35";"vinyl"
"H000139033";"U0000374";"S0006440";"2022/01/25 20:38:37";"00:03";"paper"
"H000131079";"U0000824";"S0001800";"2022/09/02 06:36:49";"00000000:04:58";"paper"
"H000138798";"U0000097";"S0009444";"2024/02/14 19:45:08";"000220";"paper"
"H000136797";"U0000344";"S0007856";"2022/12/28 09:07:19";"000419";"paper"
"H000146990";"U0000149";"S0005791";"2019/08/03 21:22:18";"00:03";"web"
"H000139859";"U0000827";"S0008622";"2019/09/08 09:06:25";"00:01";"web"
"H000130907";"U0000593";"S0005741";"2021/07/27 04:53:07";"00:01";"web"
"H000144789";"U0000619";"S0007546";"2022/09/18 11:02:58";"00::01:25";"web"
"H000133811";"U0000766";"S0004989";"2019/10/26 06:52:35";"00::03:31";"web"
"H000130937";"U0000969";"S0004888";"2019/01/28 04:05:19";"00:04";"paper"
"H000140132";"U0000668";"S0002740";"2023/06/28 02:21:48";"00000:02:28";"web"
"H000142592";"U0000935";"S0004290";"2024/06/17 00:21:27";"00000:04:25";"paper"
"H000131947";"U0000711";"S0006595";"2022/01/15 04:49:29";"00::04:41";"web"
"H000131941";"U0000319";"S0000251";"2021/10/24 13:46:46";"00:02";"web"
"H000139163";"U0000310";"S0007293";"2022/01/30 18:49:51";"00:02";"vinyl"
"H000148476";"U0000943";"S0000745";"2019/02/08 13:41:34";"00000:01:29";"paper"
"H000139466";"U0000302";"S0002395";"2022/07/31 12:10:08";"00::04:11";"paper"
"H000136585";"U0000810";"S0006337";"2019/02/17 15:59:30";"00:03";"paper"
"H000141351";"U0000188";"S0004625";"2018/07/28 13:35:13";"00::02:54";"paper"
"H000138213";"U0000194";"S0003658";"2018/09/12 12:36:45";"00000:02:42";"paper"
"H000139462";"U0000224";"S0003012";"2018/07/28 07:12:18";"00000:03:03";"vinyl"
"H000138239";"U0000816";"S0008555";"2023/06/07 21:42:14";"000124";"web"
"H000149408";"U0000518";"S0001848";"2023/10/31 18:33:29";"000136";"paper"
"H000139409";"U0000316";"S0007977";"2019/11/20 05:37:41";"00000000:02:53";"vinyl"
"H000144118";"U0000564";"S0004718";"2020/02/05 07:15:07";"00::03:37";"paper"
"H000144933";"U0000900";"S0000566";"2024/07/18 07:19:04";"00000:03:25";"paper"
"H000131963";"U0000333";"S0000627";"2019/01/31 17:47:52";"00::03:21";"paper"
"H000136327";"U0000625";"S0006057";"2021/04/16 08:45:21";"00000:03:30";"vinyl"
"H000139814";"U0000342";"S0000725";"2022/08/11 08:31:08";"000453";"web"
"H000140913";"U0000349";"S0005541";"2022/07/18 22:34:37";"000137";"vinyl"
"H000141394";"U0000737";"S0005381";"2023/03/19 23:49:28";"00000:03:14";"paper"
"H000139861";"U0000971";"S0000027";"2022/11/18 13:06:55";"00:04";"vinyl"
"H000141618";"U0000273";"S0002971";"2021/12/21 12:14:05";"00:02";"web"
"H000148314";"U0000791";"S0004763";"2019/03/27 22:07:30";"00:02";"web"
"H000145713";"U0000994";"S0001730";"2023/08/18 16:12:27";"00:01";"paper"
"H000145457";"U0000681";"S0008659";"2019/08/13 12:35:55";"000451";"vinyl"
"H000139027";"U0000490";"S0009218";"2023/07/22 17:27:48";"000329";"vinyl"
"H000148432";"U0000733";"S0004504";"2020/06/05 16:10:12";"00::04:28";"web"
"H000136621";"U0000818";"S0001218";"2019/03/23 12:59:13";"00:02";"web"
"H000149191";"U0000522";"S0002798";"2022/01/07 06:04:36";"00000:03:02";"paper"
"H000143082";"U0000113";"S0006181";"2023/12/01 03:33:19";"00000000:04:01";"vinyl"
"H000133234";"U0000120";"S0007675";"2020/07/16 23:44:41";"00:04";"vinyl"
"H000139005";"U0000775";"S0006079";"2023/09/05 07:18:50";"00000:01:54";"web"
"H000149100";"U0000952";"S0004206";"2019/09/22 11:04:48";"00:03";"vinyl"
"H000143632";"U0000214";"S0004876";"2023/11/08 23:09:53";"00:02";"paper"
"H000136220";"U0000462";"S0002768";"2021/03/27 06:45:14";"00000000:02:28";"paper"
"H000132690";"U0000087";"S0000374";"2023/01/26 00:15:24";"00:04";"vinyl"
"H000144873";"U0000049";"S0000604";"2018/12/27 12:14:23";"000424";"web"
"H000136977";"U0000370";"S0005810";"2020/11/02 19:44:40";"00000:04:37";"web"
"H000137531";"U0000302";"S0004492";"2021/05/09 09:29:30";"000405";"paper"
"H000145422";"U0000042";"S0004233";"2019/06/02 14:42:39";"000249";"paper"
"H000148369";"U0000416";"S0009450";"2022/01/19 01:52:15";"00:04";"web"
"H000136890";"U0000931";"S0008721";"2021/06/26 20:52:16";"00:04";"vinyl"
"H000143115";"U0000370";"S0004206";"2018/07/14 18:12:24";"00000:01:47";"vinyl"
"H000131561";"U0000657";"S0005090";"2024/01/17 08:19:24";"00::03:20";"vinyl"
"H000140733";"U0000880";"S0009360";"2024/03/26 03:20:08";"00000000:02:20";"web"
"H000131237";"U0000386";"S0001444";"2024/06/07 13:21:24";"000413";"web"
"H000131655";"U0000263";"S0007072";"2019/07/19 23:41:40";"00::02:03";"paper"
"H000135309";"U0000410";"S0005441";"2022/01/19 19:09:04";"00:04";"vinyl"
"H000138036";"U0000839";"S0008518";"2020/02/19 21:07:56";"00000:04:47";"paper"
"H000145619";"U0000809";"S0002064";"2023/03/30 06:16:52";"00000:01:40";"paper"
"H000139179";"U0000363";"S0001469";"2019/05/24 13:17:16";"00000000:02:40";"paper"
"H000144768";"U0000154";"S0009909";"2019/04/15 19:58:00";"00:01";"vinyl"
"H000142301";"U0000383";"S0002412";"2021/10/23 19:07:10";"000435";"web"
"H000140967";"U0000217";"S0007659";"2022/03/15 12:16:12";"00000:01:36";"paper"
"H000141356";"U0000343";"S0005853";"2019/07/29 11:12:15";"000217";"web"
"H000134923";"U0000079";"S0004905";"2019/09/05 16:45:43";"00:03";"web"
"H000145949";"U0000189";"S0004094";"2023/05/21 20:58:36";"000126";"paper"
"H000138314";"U0000624";"S0002606";"2020/12/09 06:20:09";"00000:04:14";"vinyl"
"H000143650";"U0000842";"S0000757";"2023/10/14 20:07:21";"00::03:52";"paper"
"H000148427";"U0000960";"S0003439";"2020/03/07 10:16:20";"000310";"vinyl"
"H000132218";"U0000756";"S0006549";"2019/05/03 17:50:46";"00000:04:38";"paper"
"H000137680";"U0000790";"S0000308";"2021/04/05 20:33:14";"00::04:53";"vinyl"
"H000136307";"U0000317";"S0004379";"2019/09/27 00:48:10";"00000:03:33";"paper"
"H000131287";"U0000437";"S0002773";"2024/05/15 14:18:48";"00::04:38";"web"
"H000131140";"U0000177";"S0009219";"2018/11/13 21:39:41";"000304";"vinyl"
"H000131716";"U0000496";"S0006043";"2024/05/16 03:45:27";"000239";"web"
"H000138284";"U0000558";"S0001723";"2022/12/02 14:28:38";"00000000:04:40";"paper"
"H000146461";"U0000942";"S0007396";"2023/12/01 03:37:40";"00:03";"web"
"H000138737";"U0000005";"S0003297";"2022/06/05 18:07:15";"00::01:49";"paper"
"H000133807";"U0000491";"S0005265";"2022/02/19 09:03:21";"00000:02:16";"vinyl"
"H000131255";"U0000830";"S0009113";"2020/04/07 09:28:49";"00000000:02:55";"paper"
"H000147809";"U0000092";"S0000079";"2019/12/05 00:19:30";"00::04:04";"paper"
"H000147664";"U0000546";"S0007648";"2021/04/05 21:48:32";"00:02";"paper"
"H000130970";"U0000396";"S0008074";"2020/08/23 05:56:56";"00000000:04:39";"vinyl"
"H000139535";"U0000880";"S0002998";"2022/04/02 17:44:46";"000304";"paper"
"H000147756";"U0000806";"S0003320";"2019/05/01 15:33:57";"00000:01:21";"vinyl"
"H000140357";"U0000332";"S0001030";"2022/06/14 07:17:21";"00000000:02:39";"web"
"H000137204";"U0000867";"S0009487";"2021/06/16 23:25:28";"00000:02:21";"vinyl"
"H000130284";"U0000527";"S0007092";"2024/03/18 00:27:55";"00:03";"paper"
"H000149001";"U0000153";"S0000820";"2022/05/10 01:28:19";"00::04:21";"paper"
"H000138498";"U0000366";"S0004901";"2022/02/11 04:22:11";"00000000:02:36";"web"
"H000136373";"U0000733";"S0002431";"2019/05/04 04:44:40";"00000000:04:14";"web"
"H000141034";"U0000554";"S0009931";"2022/11/17 13:40:34";"00:02";"web"
"H000134020";"U0000460";"S0006953";"2018/10/02 10:04:25";"00::02:26";"vinyl"
"H000147906";"U0000004";"S0004848";"2020/01/18 08:14:45";"00000:02:50";"vinyl"
"H000140946";"U0000541";"S0009072";"2022/08/31 11:38:49";"000328";"vinyl"
"H000145813";"U0000553";"S0007217";"2021/08/21 14:47:21";"000231";"vinyl"
"H000147155";"U0000539";"S0005972";"2020/01/24 03:58:08";"000148";"web"
"H000137655";"U0000906";"S0001475";"2023/04/18 06:30:59";"00000000:04:16";"web"
"H000145399";"U0000179";"S0004295";"2021/05/28 16:54:37";"00:02";"paper"
"H000148610";"U0000768";"S0002526";"2019/04/10 12:02:15";"00000:01:38";"paper"
"H000137279";"U0000118";"S0000869";"2020/01/15 18:17:05";"000413";"paper"
"H000133069";"U0000262";"S0006749";"2021/10/18 02:39:20";"000359";"web"
"H000131452";"U0000488";"S0000221";"2019/06/07 12:28:42";"000146";"paper"
"H000136831";"U0000608";"S0006868";"2020/07/21 18:32:28";"000134";"vinyl"
"H000141537";"U0000724";"S0000057";"2020/12/29 00:01:11";"000150";"web"
"H000140885";"U0000308";"S0000273";"2023/12/25 03:08:24";"000332";"web"
"H000142625";"U0000967";"S0005443";"2024/06/06 01:45:57";"00::02:58";"web"
"H000131006";"U0000953";"S0002928";"2019/09/15 09:57:26";"00:03";"vinyl"
"H000140029";"U0000369";"S0003831";"2022/02/04 11:14:22";"000333";"paper"
"H000144524";"U0000653";"S0004824";"2021/03/10 03:59:46";"00000000:02:23";"vinyl"
"H000144283";"U0000324";"S0003791";"2019/02/05 22:23:27";"00::04:09";"vinyl"
"H000140881";"U0000259";"S0000600";"2022/05/31 15:38:37";"00000000:04:19";"web"
"H000137657";"U0000482";"S0002305";"2022/08/15 22:21:06";"00000000:03:36";"paper"
"H000134298";"U0000274";"S0006411";"2018/07/13 18:14:48";"00000:02:48";"vinyl"
"H000147743";"U0000354";"S0008448";"2023/12/30 09:49:01";"00:04";"web"
"H000138598";"U0000029";"S0006072";"2021/04/11 15:44:07";"00:02";"paper"
"H000130603";"U0000479";"S0001911";"2022/09/28 23:29:29";"00:01";"vinyl"
"H000133982";"U0000511";"S0002759";"2021/08/24 11:06:32";"00000:03:04";"web"
"H000137490";"U0000376";"S0008317";"2019/08/25 22:54:08";"00::03:40";"web"
"H000146484";"U0000226";"S0002400";"2024/03/08 14:50:02";"00::04:55";"vinyl"
"H000142805";"U0000105";"S0001781";"2018/10/24 01:52:43";"00:02";"paper"
"H000131488";"U0000672";"S0007278";"2020/09/19 01:46:04";"00000000:04:56";"paper"
"H000142881";"U0000973";"S0000266";"2021/10/28 11:42:25";"00:04";"vinyl"
"H000145094";"U0000025";"S0002861";"2019/05/16 17:42:08";"00::04:07";"paper"
"H000147181";"U0000261";"S0004880";"2022/04/30 10:58:20";"00000:01:24";"paper"
"H000132630";"U0000387";"S0009224";"2019/08/11 22:40:35";"00000000:03:51";"paper"
